evento_id,venta_id,producto_id,cliente_id,categoria,metodo_pago,ciudad,cantidad,total,riesgo_fraude,timestamp_evento
EVT-000205,VEN-0037845,PROD-00258,CLI-000082,Hogar,yape,Arequipa,2,1288.61,0.52,2026-05-13 16:33:27
EVT-000206,VEN-0030307,PROD-00331,CLI-001191,Hogar,plin,Arequipa,5,12015.97,0.82,2026-05-13 16:33:27
EVT-000207,VEN-0034206,PROD-00269,CLI-001148,Hogar,plin,Lima,3,12634.56,0.78,2026-05-13 16:33:27
EVT-000208,VEN-0043800,PROD-00104,CLI-005280,Hogar,tarjeta,Piura,2,5572.15,0.8,2026-05-13 16:33:27
EVT-000209,VEN-0009375,PROD-00055,CLI-002096,Ropa,tarjeta,Lima,2,1377.05,0.54,2026-05-13 16:33:27
EVT-000210,VEN-0013167,PROD-00123,CLI-001532,Ropa,tarjeta,Arequipa,3,3922.01,0.8,2026-05-13 16:33:27
EVT-000211,VEN-0046103,PROD-00437,CLI-006457,Electronica,plin,Lima,4,4416.84,0.83,2026-05-13 16:33:28
EVT-000212,VEN-0002462,PROD-00272,CLI-009895,Ropa,plin,Cusco,2,2943.74,0.45,2026-05-13 16:33:28
EVT-000213,VEN-0034571,PROD-00305,CLI-004234,Ropa,efectivo,Cusco,5,3369.02,0.88,2026-05-13 16:33:28
EVT-000214,VEN-0005649,PROD-00150,CLI-009639,Ropa,plin,Lima,4,17123.04,0.92,2026-05-13 16:33:28
EVT-000215,VEN-0010978,PROD-00223,CLI-001461,Deportes,yape,Arequipa,2,2047.21,0.52,2026-05-13 16:33:28
EVT-000216,VEN-0008970,PROD-00235,CLI-005317,Ropa,yape,Piura,5,6163.92,0.67,2026-05-13 16:33:28
EVT-000217,VEN-0027419,PROD-00324,CLI-008715,Tecnologia,tarjeta,Piura,4,3146.32,0.82,2026-05-13 16:33:28
EVT-000218,VEN-0030111,PROD-00382,CLI-004668,Deportes,efectivo,Arequipa,1,3276.08,0.88,2026-05-13 16:33:28
EVT-000219,VEN-0040885,PROD-00322,CLI-006560,Ropa,plin,Cusco,2,2331.57,0.3,2026-05-13 16:33:28
EVT-000220,VEN-0006312,PROD-00036,CLI-003523,Tecnologia,efectivo,Arequipa,5,21492.96,0.83,2026-05-13 16:33:29
EVT-000221,VEN-0010143,PROD-00170,CLI-004304,Hogar,efectivo,Lima,4,19456.24,0.75,2026-05-13 16:33:29
EVT-000222,VEN-0025763,PROD-00220,CLI-002951,Electronica,yape,Piura,4,9621.01,0.78,2026-05-13 16:33:29
EVT-000223,VEN-0007450,PROD-00080,CLI-008415,Electronica,yape,Lima,1,566.48,0.44,2026-05-13 16:33:29
EVT-000224,VEN-0028201,PROD-00388,CLI-003550,Deportes,tarjeta,Cusco,1,1012.67,0.35,2026-05-13 16:33:29
EVT-000225,VEN-0019885,PROD-00221,CLI-003297,Tecnologia,yape,Trujillo,5,16980.43,0.69,2026-05-13 16:33:29
EVT-000226,VEN-0012430,PROD-00257,CLI-007805,Tecnologia,yape,Lima,2,6915.7,0.64,2026-05-13 16:33:29
EVT-000227,VEN-0030195,PROD-00340,CLI-008852,Electronica,yape,Trujillo,5,6209.96,0.74,2026-05-13 16:33:29
EVT-000228,VEN-0000403,PROD-00436,CLI-003167,Electronica,tarjeta,Lima,1,2011.75,0.32,2026-05-13 16:33:29
EVT-000229,VEN-0045127,PROD-00061,CLI-006660,Hogar,tarjeta,Trujillo,2,8897.34,0.9,2026-05-13 16:33:29
EVT-000230,VEN-0011024,PROD-00249,CLI-002887,Electronica,yape,Lima,1,2251.61,0.43,2026-05-13 16:33:30
EVT-000231,VEN-0037152,PROD-00262,CLI-008641,Ropa,tarjeta,Piura,3,1765.43,0.57,2026-05-13 16:33:30
EVT-000232,VEN-0024490,PROD-00467,CLI-006997,Ropa,yape,Lima,1,3546.57,0.78,2026-05-13 16:33:30
EVT-000233,VEN-0009706,PROD-00262,CLI-000856,Ropa,tarjeta,Piura,4,2438.16,0.29,2026-05-13 16:33:30
EVT-000234,VEN-0022412,PROD-00377,CLI-008855,Hogar,plin,Arequipa,1,1756.42,0.54,2026-05-13 16:33:30
EVT-000235,VEN-0028274,PROD-00269,CLI-003288,Hogar,yape,Piura,5,20027.35,0.93,2026-05-13 16:33:30
EVT-000236,VEN-0012444,PROD-00287,CLI-009275,Electronica,efectivo,Trujillo,5,12110.87,0.6,2026-05-13 16:33:30
EVT-000237,VEN-0026416,PROD-00332,CLI-001267,Ropa,efectivo,Piura,1,407.01,0.23,2026-05-13 16:33:30
EVT-000238,VEN-0040609,PROD-00149,CLI-004535,Hogar,efectivo,Arequipa,5,13472.81,0.74,2026-05-13 16:33:30
EVT-000239,VEN-0044933,PROD-00333,CLI-006840,Electronica,plin,Cusco,4,3798.45,0.64,2026-05-13 16:33:30
EVT-000240,VEN-0028711,PROD-00195,CLI-008778,Deportes,tarjeta,Trujillo,1,4035.56,0.6,2026-05-13 16:33:31
EVT-000241,VEN-0032139,PROD-00098,CLI-009331,Tecnologia,plin,Arequipa,2,7074.32,0.63,2026-05-13 16:33:31
EVT-000242,VEN-0013616,PROD-00351,CLI-009528,Tecnologia,tarjeta,Trujillo,4,3854.14,0.81,2026-05-13 16:33:31
EVT-000243,VEN-0047284,PROD-00148,CLI-009691,Deportes,efectivo,Cusco,5,15733.66,0.66,2026-05-13 16:33:31
EVT-000244,VEN-0026443,PROD-00041,CLI-001033,Electronica,yape,Lima,2,7700.13,0.89,2026-05-13 16:33:31
EVT-000245,VEN-0006889,PROD-00268,CLI-009231,Deportes,tarjeta,Lima,2,5884.26,0.81,2026-05-13 16:33:31
EVT-000246,VEN-0014593,PROD-00471,CLI-008361,Electronica,yape,Arequipa,3,1783.45,0.3,2026-05-13 16:33:31
EVT-000247,VEN-0037741,PROD-00357,CLI-008464,Deportes,tarjeta,Lima,5,21616.13,0.87,2026-05-13 16:33:31
EVT-000248,VEN-0002660,PROD-00186,CLI-009148,Ropa,yape,Piura,2,6448.77,0.71,2026-05-13 16:33:31
EVT-000249,VEN-0027596,PROD-00108,CLI-005151,Electronica,yape,Trujillo,3,5864.95,0.9,2026-05-13 16:33:31
EVT-000250,VEN-0033155,PROD-00121,CLI-009675,Ropa,efectivo,Cusco,5,1427.74,0.43,2026-05-13 16:33:32
EVT-000251,VEN-0027156,PROD-00271,CLI-003961,Electronica,yape,Trujillo,1,479.4,0.26,2026-05-13 16:33:32
EVT-000252,VEN-0023408,PROD-00184,CLI-003317,Deportes,yape,Piura,4,15569.52,0.82,2026-05-13 16:33:32
EVT-000253,VEN-0015665,PROD-00241,CLI-004999,Ropa,yape,Lima,3,13774.34,0.65,2026-05-13 16:33:32
EVT-000254,VEN-0004741,PROD-00322,CLI-005103,Ropa,tarjeta,Piura,5,6136.1,0.81,2026-05-13 16:33:32
EVT-000255,VEN-0008759,PROD-00019,CLI-002282,Tecnologia,efectivo,Lima,3,6919.8,0.62,2026-05-13 16:33:32
EVT-000256,VEN-0032134,PROD-00421,CLI-003632,Electronica,efectivo,Lima,1,1920.17,0.51,2026-05-13 16:33:32
EVT-000257,VEN-0031181,PROD-00204,CLI-005908,Deportes,efectivo,Lima,1,1928.3,0.4,2026-05-13 16:33:32
EVT-000258,VEN-0027147,PROD-00057,CLI-008082,Deportes,efectivo,Trujillo,2,6727.17,0.82,2026-05-13 16:33:32
EVT-000259,VEN-0028916,PROD-00467,CLI-006242,Ropa,efectivo,Arequipa,2,7822.34,0.63,2026-05-13 16:33:32
EVT-000260,VEN-0023884,PROD-00224,CLI-008626,Hogar,efectivo,Trujillo,2,6606.05,0.69,2026-05-13 16:33:33
EVT-000261,VEN-0020836,PROD-00434,CLI-001571,Deportes,tarjeta,Piura,3,6869.34,0.68,2026-05-13 16:33:33
EVT-000262,VEN-0015605,PROD-00149,CLI-001629,Hogar,tarjeta,Lima,4,10162.63,0.64,2026-05-13 16:33:33
EVT-000263,VEN-0021697,PROD-00134,CLI-002489,Hogar,efectivo,Cusco,3,11277.79,0.68,2026-05-13 16:33:33
EVT-000264,VEN-0044508,PROD-00071,CLI-009964,Deportes,yape,Trujillo,4,10942.04,0.66,2026-05-13 16:33:33
EVT-000265,VEN-0011878,PROD-00147,CLI-004850,Tecnologia,yape,Cusco,5,18770.44,0.9,2026-05-13 16:33:33
EVT-000266,VEN-0039968,PROD-00366,CLI-005436,Hogar,yape,Lima,2,8134.47,0.61,2026-05-13 16:33:33
EVT-000267,VEN-0025430,PROD-00488,CLI-003683,Deportes,tarjeta,Lima,1,1520.79,0.29,2026-05-13 16:33:33
EVT-000268,VEN-0042701,PROD-00071,CLI-005017,Deportes,efectivo,Lima,3,8045.96,0.83,2026-05-13 16:33:33
EVT-000269,VEN-0035201,PROD-00174,CLI-000280,Electronica,plin,Lima,3,2736.99,0.44,2026-05-13 16:33:33
EVT-000270,VEN-0029674,PROD-00180,CLI-008687,Hogar,tarjeta,Arequipa,2,949.0,0.53,2026-05-13 16:33:34
EVT-000271,VEN-0012440,PROD-00049,CLI-001834,Deportes,plin,Trujillo,2,1322.0,0.34,2026-05-13 16:33:34
EVT-000272,VEN-0040413,PROD-00165,CLI-009004,Electronica,plin,Piura,2,1280.13,0.25,2026-05-13 16:33:34
EVT-000273,VEN-0009513,PROD-00278,CLI-001120,Deportes,efectivo,Piura,4,13328.39,0.73,2026-05-13 16:33:34
EVT-000274,VEN-0029410,PROD-00274,CLI-000910,Electronica,efectivo,Cusco,2,4073.77,0.65,2026-05-13 16:33:34
EVT-000275,VEN-0046060,PROD-00104,CLI-008803,Hogar,yape,Cusco,1,3205.98,0.91,2026-05-13 16:33:34
EVT-000276,VEN-0034411,PROD-00498,CLI-009071,Hogar,efectivo,Arequipa,3,6232.13,0.95,2026-05-13 16:33:34
EVT-000277,VEN-0037866,PROD-00359,CLI-009319,Electronica,efectivo,Piura,4,2618.52,0.57,2026-05-13 16:33:34
EVT-000278,VEN-0024769,PROD-00066,CLI-002092,Electronica,plin,Piura,1,4153.63,0.88,2026-05-13 16:33:34
EVT-000279,VEN-0014254,PROD-00277,CLI-006891,Hogar,yape,Lima,4,6710.78,0.76,2026-05-13 16:33:35
EVT-000280,VEN-0019619,PROD-00427,CLI-002282,Deportes,plin,Lima,3,4981.86,0.73,2026-05-13 16:33:35
EVT-000281,VEN-0041356,PROD-00115,CLI-002721,Tecnologia,yape,Cusco,1,194.07,0.07,2026-05-13 16:33:35
EVT-000282,VEN-0048429,PROD-00469,CLI-005530,Tecnologia,tarjeta,Piura,5,620.13,0.59,2026-05-13 16:33:35
EVT-000283,VEN-0000666,PROD-00105,CLI-004291,Tecnologia,tarjeta,Cusco,4,6100.41,0.76,2026-05-13 16:33:35
EVT-000284,VEN-0008914,PROD-00170,CLI-000862,Hogar,tarjeta,Cusco,1,4260.19,0.89,2026-05-13 16:33:35
EVT-000285,VEN-0035162,PROD-00010,CLI-002446,Deportes,tarjeta,Cusco,2,6720.89,0.76,2026-05-13 16:33:35
EVT-000286,VEN-0030316,PROD-00227,CLI-005699,Electronica,yape,Trujillo,1,1178.17,0.27,2026-05-13 16:33:35
EVT-000287,VEN-0033332,PROD-00128,CLI-008209,Hogar,tarjeta,Lima,3,8910.39,0.74,2026-05-13 16:33:35
EVT-000288,VEN-0046056,PROD-00330,CLI-007787,Hogar,efectivo,Arequipa,5,4891.91,0.85,2026-05-13 16:33:35
EVT-000289,VEN-0042603,PROD-00065,CLI-009155,Electronica,tarjeta,Trujillo,3,5671.5,0.75,2026-05-13 16:33:36
EVT-000290,VEN-0021733,PROD-00131,CLI-000039,Ropa,efectivo,Lima,4,646.15,0.34,2026-05-13 16:33:36
EVT-000291,VEN-0028494,PROD-00235,CLI-004511,Ropa,tarjeta,Piura,4,4982.04,0.64,2026-05-13 16:33:36
EVT-000292,VEN-0020387,PROD-00016,CLI-000344,Tecnologia,plin,Cusco,4,5789.03,0.84,2026-05-13 16:33:36
EVT-000293,VEN-0018974,PROD-00028,CLI-005667,Deportes,yape,Arequipa,1,696.15,0.56,2026-05-13 16:33:36
EVT-000294,VEN-0031414,PROD-00377,CLI-008083,Hogar,yape,Arequipa,2,3610.11,0.76,2026-05-13 16:33:36
EVT-000295,VEN-0016856,PROD-00259,CLI-004164,Tecnologia,plin,Piura,2,628.89,0.29,2026-05-13 16:33:36
EVT-000296,VEN-0026696,PROD-00385,CLI-002829,Ropa,efectivo,Cusco,1,3670.52,0.79,2026-05-13 16:33:36
EVT-000297,VEN-0030131,PROD-00468,CLI-005859,Ropa,plin,Cusco,4,8079.31,0.88,2026-05-13 16:33:36
EVT-000298,VEN-0025535,PROD-00359,CLI-002268,Electronica,yape,Arequipa,1,697.43,0.29,2026-05-13 16:33:36
EVT-000299,VEN-0006447,PROD-00005,CLI-006809,Tecnologia,efectivo,Trujillo,1,2438.45,0.35,2026-05-13 16:33:37
EVT-000300,VEN-0040609,PROD-00149,CLI-004535,Hogar,efectivo,Arequipa,5,13472.81,0.63,2026-05-13 16:33:37
EVT-000301,VEN-0014548,PROD-00012,CLI-003709,Ropa,efectivo,Lima,4,15458.61,0.69,2026-05-13 16:33:37
EVT-000302,VEN-0038790,PROD-00064,CLI-002210,Hogar,tarjeta,Arequipa,4,7542.33,0.65,2026-05-13 16:33:37
EVT-000303,VEN-0046768,PROD-00085,CLI-008566,Deportes,yape,Trujillo,2,3007.33,0.9,2026-05-13 16:33:37
EVT-000304,VEN-0040541,PROD-00302,CLI-008053,Deportes,tarjeta,Trujillo,2,4994.89,0.86,2026-05-13 16:33:37
EVT-000305,VEN-0022369,PROD-00141,CLI-003803,Tecnologia,tarjeta,Cusco,1,396.05,0.22,2026-05-13 16:33:37
EVT-000306,VEN-0021108,PROD-00451,CLI-002792,Ropa,efectivo,Piura,1,2254.04,0.35,2026-05-13 16:33:37
EVT-000307,VEN-0048684,PROD-00358,CLI-007419,Ropa,efectivo,Arequipa,2,1708.61,0.54,2026-05-13 16:33:37
EVT-000308,VEN-0039203,PROD-00451,CLI-004923,Ropa,yape,Lima,1,2492.89,0.47,2026-05-13 16:33:37
EVT-000309,VEN-0044183,PROD-00226,CLI-009811,Tecnologia,efectivo,Arequipa,2,5489.46,0.87,2026-05-13 16:33:38
EVT-000310,VEN-0021043,PROD-00479,CLI-009040,Electronica,plin,Trujillo,5,18615.22,0.86,2026-05-13 16:33:38
EVT-000311,VEN-0017450,PROD-00389,CLI-009623,Ropa,yape,Piura,4,2913.56,0.34,2026-05-13 16:33:38
EVT-000312,VEN-0043746,PROD-00247,CLI-004251,Tecnologia,plin,Lima,4,9883.96,0.76,2026-05-13 16:33:38
EVT-000313,VEN-0019053,PROD-00429,CLI-007787,Hogar,plin,Arequipa,5,9517.1,0.91,2026-05-13 16:33:38
EVT-000314,VEN-0001375,PROD-00391,CLI-003093,Ropa,plin,Lima,1,2949.31,0.39,2026-05-13 16:33:38
EVT-000315,VEN-0048449,PROD-00408,CLI-001181,Hogar,efectivo,Piura,5,381.81,0.23,2026-05-13 16:33:38
EVT-000316,VEN-0049581,PROD-00200,CLI-000424,Deportes,yape,Arequipa,1,1241.5,0.48,2026-05-13 16:33:38
EVT-000317,VEN-0037722,PROD-00101,CLI-001125,Electronica,efectivo,Lima,5,17228.48,0.92,2026-05-13 16:33:38
EVT-000318,VEN-0033142,PROD-00337,CLI-007263,Electronica,tarjeta,Cusco,1,4727.63,0.69,2026-05-13 16:33:38
EVT-000319,VEN-0020078,PROD-00256,CLI-007608,Tecnologia,tarjeta,Trujillo,2,1842.63,0.55,2026-05-13 16:33:39
EVT-000320,VEN-0040154,PROD-00119,CLI-008982,Tecnologia,plin,Cusco,2,6325.53,0.78,2026-05-13 16:33:39
EVT-000321,VEN-0022714,PROD-00419,CLI-005346,Deportes,yape,Arequipa,1,2901.44,0.43,2026-05-13 16:33:39
EVT-000322,VEN-0002405,PROD-00097,CLI-000945,Electronica,tarjeta,Piura,3,9263.57,0.92,2026-05-13 16:33:39
EVT-000323,VEN-0019737,PROD-00427,CLI-000395,Deportes,plin,Piura,1,1680.71,0.28,2026-05-13 16:33:39
EVT-000324,VEN-0017344,PROD-00367,CLI-000402,Tecnologia,yape,Piura,4,11900.61,0.79,2026-05-13 16:33:39
EVT-000325,VEN-0026862,PROD-00400,CLI-003788,Deportes,yape,Lima,4,12573.96,0.87,2026-05-13 16:33:39
EVT-000326,VEN-0048803,PROD-00138,CLI-002892,Electronica,yape,Arequipa,2,176.85,0.08,2026-05-13 16:33:39
EVT-000327,VEN-0010782,PROD-00112,CLI-005625,Tecnologia,yape,Piura,4,11301.44,0.61,2026-05-13 16:33:39
EVT-000328,VEN-0046610,PROD-00483,CLI-005420,Deportes,plin,Lima,2,356.31,0.13,2026-05-13 16:33:40
EVT-000329,VEN-0016291,PROD-00419,CLI-001490,Deportes,yape,Cusco,5,14644.98,0.9,2026-05-13 16:33:40
EVT-000330,VEN-0009123,PROD-00108,CLI-002867,Electronica,efectivo,Trujillo,5,9044.37,0.92,2026-05-13 16:33:40
EVT-000331,VEN-0026572,PROD-00175,CLI-003882,Hogar,yape,Trujillo,3,2491.6,0.3,2026-05-13 16:33:40
EVT-000332,VEN-0024274,PROD-00069,CLI-006504,Ropa,tarjeta,Lima,2,6648.69,0.93,2026-05-13 16:33:40
EVT-000333,VEN-0036324,PROD-00212,CLI-005338,Hogar,yape,Arequipa,3,4966.37,0.64,2026-05-13 16:33:40
EVT-000334,VEN-0018172,PROD-00187,CLI-004961,Tecnologia,efectivo,Piura,2,3258.75,0.74,2026-05-13 16:33:40
EVT-000335,VEN-0038209,PROD-00199,CLI-003393,Electronica,plin,Cusco,2,3165.1,0.8,2026-05-13 16:33:40
EVT-000336,VEN-0011242,PROD-00497,CLI-005745,Ropa,yape,Arequipa,1,157.05,0.12,2026-05-13 16:33:40
EVT-000337,VEN-0020915,PROD-00126,CLI-001851,Tecnologia,yape,Cusco,5,21836.23,0.83,2026-05-13 16:33:40
EVT-000338,VEN-0024635,PROD-00408,CLI-000373,Hogar,efectivo,Trujillo,3,249.56,0.11,2026-05-13 16:33:41
EVT-000339,VEN-0035894,PROD-00388,CLI-005807,Deportes,yape,Arequipa,3,3251.16,0.61,2026-05-13 16:33:41
EVT-000340,VEN-0006562,PROD-00465,CLI-001243,Ropa,yape,Piura,5,401.24,0.23,2026-05-13 16:33:41
EVT-000341,VEN-0030502,PROD-00389,CLI-009397,Ropa,yape,Piura,3,2498.25,0.5,2026-05-13 16:33:41
EVT-000342,VEN-0009749,PROD-00146,CLI-001735,Hogar,tarjeta,Arequipa,1,2270.74,0.4,2026-05-13 16:33:41
EVT-000343,VEN-0018774,PROD-00028,CLI-009710,Deportes,plin,Cusco,3,2057.66,0.46,2026-05-13 16:33:41
EVT-000344,VEN-0003141,PROD-00195,CLI-002768,Deportes,plin,Piura,3,11231.18,0.92,2026-05-13 16:33:41
EVT-000345,VEN-0024229,PROD-00272,CLI-002509,Ropa,efectivo,Trujillo,4,5992.82,0.78,2026-05-13 16:33:41
EVT-000346,VEN-0010665,PROD-00486,CLI-004015,Tecnologia,efectivo,Piura,5,14434.5,0.69,2026-05-13 16:33:41
EVT-000347,VEN-0013310,PROD-00390,CLI-000336,Hogar,yape,Arequipa,1,1778.73,0.29,2026-05-13 16:33:41
EVT-000348,VEN-0011874,PROD-00132,CLI-005603,Hogar,tarjeta,Trujillo,2,3427.34,0.66,2026-05-13 16:33:42
EVT-000349,VEN-0021978,PROD-00427,CLI-001207,Deportes,plin,Trujillo,4,6450.67,0.69,2026-05-13 16:33:42
EVT-000350,VEN-0016873,PROD-00345,CLI-002373,Deportes,efectivo,Cusco,3,10488.73,0.7,2026-05-13 16:33:42
EVT-000351,VEN-0006218,PROD-00061,CLI-002454,Hogar,tarjeta,Trujillo,3,12759.94,0.66,2026-05-13 16:33:42
EVT-000352,VEN-0038371,PROD-00151,CLI-003942,Ropa,plin,Arequipa,2,4066.94,0.9,2026-05-13 16:33:42
EVT-000353,VEN-0012150,PROD-00242,CLI-004988,Electronica,efectivo,Trujillo,1,3750.67,0.65,2026-05-13 16:33:42
EVT-000354,VEN-0026078,PROD-00386,CLI-005749,Tecnologia,efectivo,Arequipa,1,2402.59,0.47,2026-05-13 16:33:42
EVT-000355,VEN-0011679,PROD-00315,CLI-002661,Hogar,tarjeta,Cusco,1,2840.64,0.28,2026-05-13 16:33:42
EVT-000356,VEN-0042015,PROD-00297,CLI-004500,Electronica,plin,Trujillo,3,6646.02,0.92,2026-05-13 16:33:42
EVT-000357,VEN-0030149,PROD-00418,CLI-006048,Electronica,efectivo,Trujillo,2,2135.16,0.25,2026-05-13 16:33:42
EVT-000358,VEN-0010528,PROD-00202,CLI-007191,Tecnologia,yape,Trujillo,3,10527.36,0.75,2026-05-13 16:33:43
EVT-000359,VEN-0020225,PROD-00216,CLI-000385,Hogar,tarjeta,Arequipa,3,8250.45,0.9,2026-05-13 16:33:43
EVT-000360,VEN-0039089,PROD-00209,CLI-006028,Ropa,tarjeta,Lima,5,15616.05,0.65,2026-05-13 16:33:43
EVT-000361,VEN-0044145,PROD-00478,CLI-002645,Tecnologia,plin,Cusco,1,259.76,0.2,2026-05-13 16:33:43
EVT-000362,VEN-0024911,PROD-00037,CLI-005007,Tecnologia,yape,Trujillo,2,8179.81,0.8,2026-05-13 16:33:43
EVT-000363,VEN-0034811,PROD-00153,CLI-005301,Tecnologia,efectivo,Trujillo,3,4564.29,0.81,2026-05-13 16:33:43
EVT-000364,VEN-0023432,PROD-00041,CLI-002770,Electronica,tarjeta,Arequipa,4,16623.1,0.71,2026-05-13 16:33:43
EVT-000365,VEN-0046024,PROD-00159,CLI-008378,Ropa,plin,Trujillo,3,1912.05,0.38,2026-05-13 16:33:43
EVT-000366,VEN-0003673,PROD-00290,CLI-009530,Deportes,efectivo,Piura,3,11763.09,0.69,2026-05-13 16:33:43
EVT-000367,VEN-0042434,PROD-00407,CLI-009171,Ropa,efectivo,Piura,3,10580.0,0.88,2026-05-13 16:33:43
EVT-000368,VEN-0026249,PROD-00026,CLI-007375,Electronica,tarjeta,Trujillo,3,14167.92,0.67,2026-05-13 16:33:44
EVT-000369,VEN-0037557,PROD-00266,CLI-002229,Electronica,efectivo,Piura,5,6741.81,0.91,2026-05-13 16:33:44
EVT-000370,VEN-0043358,PROD-00222,CLI-005761,Hogar,efectivo,Lima,5,8239.9,0.94,2026-05-13 16:33:44
EVT-000371,VEN-0021367,PROD-00063,CLI-001462,Deportes,plin,Lima,5,19126.99,0.92,2026-05-13 16:33:44
EVT-000372,VEN-0001668,PROD-00126,CLI-001937,Tecnologia,efectivo,Piura,2,8653.99,0.9,2026-05-13 16:33:44
EVT-000373,VEN-0002523,PROD-00307,CLI-004960,Ropa,efectivo,Piura,5,537.72,0.39,2026-05-13 16:33:44
EVT-000374,VEN-0014751,PROD-00492,CLI-008309,Hogar,tarjeta,Lima,3,11081.0,0.87,2026-05-13 16:33:44
EVT-000375,VEN-0033341,PROD-00359,CLI-007377,Electronica,yape,Arequipa,1,698.33,0.54,2026-05-13 16:33:44
EVT-000376,VEN-0047660,PROD-00454,CLI-008659,Tecnologia,tarjeta,Trujillo,2,4340.12,0.61,2026-05-13 16:33:44
EVT-000377,VEN-0018381,PROD-00222,CLI-008282,Hogar,plin,Trujillo,4,6386.25,0.8,2026-05-13 16:33:45
EVT-000378,VEN-0047981,PROD-00327,CLI-001430,Hogar,yape,Arequipa,1,2269.43,0.53,2026-05-13 16:33:45
EVT-000379,VEN-0029056,PROD-00159,CLI-008111,Ropa,plin,Trujillo,1,675.2,0.42,2026-05-13 16:33:45
EVT-000380,VEN-0009193,PROD-00233,CLI-006777,Ropa,yape,Lima,3,11344.09,0.63,2026-05-13 16:33:45
EVT-000381,VEN-0019191,PROD-00100,CLI-009858,Ropa,tarjeta,Lima,1,3327.27,0.68,2026-05-13 16:33:45
EVT-000382,VEN-0041762,PROD-00460,CLI-007045,Electronica,yape,Trujillo,2,6504.94,0.85,2026-05-13 16:33:45
EVT-000383,VEN-0031357,PROD-00497,CLI-000092,Ropa,efectivo,Cusco,1,157.52,0.26,2026-05-13 16:33:45
EVT-000384,VEN-0005023,PROD-00272,CLI-009361,Ropa,efectivo,Trujillo,2,3002.93,0.85,2026-05-13 16:33:45
EVT-000385,VEN-0006986,PROD-00310,CLI-006415,Ropa,plin,Arequipa,4,13505.4,0.94,2026-05-13 16:33:45
EVT-000386,VEN-0022294,PROD-00386,CLI-003183,Tecnologia,yape,Piura,4,9560.11,0.84,2026-05-13 16:33:45
EVT-000387,VEN-0013061,PROD-00038,CLI-005644,Hogar,tarjeta,Cusco,3,3912.54,0.68,2026-05-13 16:33:46
EVT-000388,VEN-0036445,PROD-00461,CLI-003438,Deportes,plin,Lima,3,8579.35,0.67,2026-05-13 16:33:46
EVT-000389,VEN-0003950,PROD-00064,CLI-006704,Hogar,tarjeta,Piura,3,5635.03,0.67,2026-05-13 16:33:46
EVT-000390,VEN-0044682,PROD-00080,CLI-005371,Electronica,plin,Piura,2,1201.39,0.44,2026-05-13 16:33:46
EVT-000391,VEN-0016027,PROD-00107,CLI-002845,Hogar,tarjeta,Piura,2,2431.66,0.28,2026-05-13 16:33:46
EVT-000392,VEN-0022892,PROD-00439,CLI-006304,Ropa,plin,Cusco,4,17720.11,0.64,2026-05-13 16:33:46
EVT-000393,VEN-0041230,PROD-00234,CLI-008825,Deportes,yape,Arequipa,2,1312.09,0.38,2026-05-13 16:33:46
EVT-000394,VEN-0011646,PROD-00150,CLI-004119,Ropa,tarjeta,Cusco,5,19429.7,0.77,2026-05-13 16:33:46
EVT-000395,VEN-0045609,PROD-00224,CLI-008010,Hogar,tarjeta,Lima,3,9302.91,0.86,2026-05-13 16:33:46
EVT-000396,VEN-0017898,PROD-00002,CLI-003726,Tecnologia,yape,Cusco,5,13810.41,0.93,2026-05-13 16:33:46
EVT-000397,VEN-0047509,PROD-00025,CLI-007860,Tecnologia,efectivo,Piura,4,4095.23,0.79,2026-05-13 16:33:47
EVT-000398,VEN-0021322,PROD-00146,CLI-008896,Hogar,plin,Trujillo,2,4461.28,0.8,2026-05-13 16:33:47
EVT-000399,VEN-0031883,PROD-00085,CLI-008957,Deportes,tarjeta,Lima,3,4076.87,0.69,2026-05-13 16:33:47
EVT-000400,VEN-0039262,PROD-00200,CLI-008021,Deportes,efectivo,Cusco,1,1310.09,0.29,2026-05-13 16:33:47
EVT-000401,VEN-0036435,PROD-00286,CLI-009423,Hogar,plin,Piura,1,4362.4,0.75,2026-05-13 16:33:47
EVT-000402,VEN-0001642,PROD-00482,CLI-003719,Tecnologia,efectivo,Lima,3,11740.3,0.65,2026-05-13 16:33:47
EVT-000403,VEN-0005180,PROD-00171,CLI-001105,Electronica,efectivo,Lima,1,3949.37,0.65,2026-05-13 16:33:47
EVT-000404,VEN-0021538,PROD-00032,CLI-008916,Ropa,efectivo,Piura,1,2660.63,0.31,2026-05-13 16:33:47
EVT-000405,VEN-0042701,PROD-00071,CLI-005017,Deportes,efectivo,Lima,3,8045.96,0.63,2026-05-13 16:33:47
EVT-000406,VEN-0004525,PROD-00143,CLI-004033,Tecnologia,plin,Lima,5,18937.23,0.85,2026-05-13 16:33:47
EVT-000407,VEN-0037289,PROD-00329,CLI-002147,Deportes,tarjeta,Trujillo,2,3626.38,0.75,2026-05-13 16:33:48
EVT-000408,VEN-0012624,PROD-00380,CLI-000062,Deportes,yape,Piura,3,10977.99,0.82,2026-05-13 16:33:48
EVT-000409,VEN-0028835,PROD-00069,CLI-003663,Ropa,plin,Trujillo,3,9644.83,0.88,2026-05-13 16:33:48
EVT-000410,VEN-0047943,PROD-00235,CLI-005624,Ropa,plin,Arequipa,1,1130.24,0.38,2026-05-13 16:33:48
