producto_id,nombre_producto,categoria,precio,stock,fecha_registro
PROD-00455,Saber,Tecnologia,1558.64,145,2025-03-09
PROD-00456,Evitar,Ropa,569.41,320,2023-07-04
PROD-00457,Ocho,Hogar,29.64,111,2025-05-16
PROD-00458,Iba,Tecnologia,2982.8,366,2025-08-17
PROD-00459,Proyectos,Ropa,3645.46,336,2025-05-29
PROD-00460,Pronto,Electronica,3311.82,217,2024-10-07
PROD-00461,Derechos,Deportes,3069.1,321,2025-11-03
PROD-00462,Resultado,Deportes,3384.63,200,2025-10-28
PROD-00463,Blanca,Deportes,3783.25,241,2023-08-28
PROD-00464,Tú,Tecnologia,1635.7,203,2024-04-02
PROD-00465,Eso,Ropa,91.96,192,2025-02-17
PROD-00466,Ese,Deportes,3682.73,415,2024-12-11
PROD-00467,Actividad,Ropa,3916.02,15,2025-01-20
PROD-00468,Antonio,Ropa,2078.51,32,2025-10-04
PROD-00469,Mejores,Tecnologia,135.24,373,2025-02-01
PROD-00470,Difícil,Ropa,2711.07,288,2025-03-15
PROD-00471,Palabra,Electronica,598.46,179,2023-06-06
PROD-00472,Toma,Deportes,1322.9,163,2024-04-25
PROD-00473,Ha,Ropa,31.11,121,2023-09-05
PROD-00474,Dijo,Electronica,407.97,100,2023-11-13
PROD-00475,Contenido,Electronica,3549.5,488,2024-02-16
PROD-00476,N,Tecnologia,2707.72,62,2023-07-02
PROD-00477,Explicó,Tecnologia,2692.06,334,2023-07-29
PROD-00478,Francisco,Tecnologia,290.72,74,2024-12-03
PROD-00479,D,Electronica,4373.39,127,2026-04-03
PROD-00480,Trabajar,Electronica,3479.85,44,2024-05-14
PROD-00481,Luego,Electronica,3975.31,46,2024-04-13
PROD-00482,Educación,Tecnologia,4374.45,378,2024-02-02
PROD-00483,Campaña,Deportes,203.23,235,2026-01-19
PROD-00484,Río,Tecnologia,3684.08,397,2024-02-02
PROD-00485,Centro,Ropa,2056.59,199,2024-11-26
PROD-00486,Zonas,Tecnologia,3388.55,416,2024-04-19
PROD-00487,Fue,Deportes,967.04,36,2024-10-29
PROD-00488,Actividades,Deportes,1571.92,146,2023-11-30
PROD-00489,Historia,Tecnologia,841.65,213,2025-09-01
PROD-00490,Productos,Electronica,361.18,303,2024-10-16
PROD-00491,Niños,Deportes,4110.22,235,2024-10-23
PROD-00492,Su,Hogar,3926.43,157,2024-11-09
PROD-00493,Posible,Electronica,3985.37,230,2024-07-07
PROD-00494,Entre,Hogar,1363.3,389,2024-12-13
PROD-00495,Película,Deportes,2628.84,87,2023-10-13
PROD-00496,Gente,Hogar,1620.43,400,2025-12-11
PROD-00497,Varios,Ropa,174.57,62,2024-02-29
PROD-00498,Paz,Hogar,2342.24,49,2025-12-14
PROD-00499,Unión,Ropa,1966.75,48,2023-06-10
PROD-00500,Francisco,Electronica,1847.89,353,2025-12-20
