venta_id,cliente_id,producto_id,categoria,cantidad,precio_unitario,subtotal,descuento,total,metodo_pago,fecha_venta
VEN-0013502,CLI-007081,PROD-00187,Tecnologia,4,1738.69,6954.76,902.84,6051.92,yape,2026-05-13 15:50:07.590957
VEN-0013503,CLI-004243,PROD-00035,Ropa,4,66.2,264.8,6.84,257.96,efectivo,2026-05-13 15:52:19.975957
VEN-0013504,CLI-004218,PROD-00241,Ropa,3,4905.54,14716.62,290.98,14425.64,tarjeta,2026-05-13 15:48:14.912690
VEN-0013505,CLI-002297,PROD-00162,Tecnologia,4,1547.42,6189.68,727.1,5462.58,plin,2026-05-13 15:51:41.096878
VEN-0013506,CLI-006406,PROD-00270,Tecnologia,2,220.56,441.12,40.51,400.61,tarjeta,2026-05-13 15:52:35.836195
VEN-0013507,CLI-008186,PROD-00229,Tecnologia,4,4942.73,19770.92,1787.08,17983.84,plin,2026-05-13 15:49:48.409582
VEN-0013508,CLI-005110,PROD-00358,Ropa,4,895.02,3580.08,502.47,3077.61,plin,2026-05-13 15:48:44.845730
VEN-0013509,CLI-000481,PROD-00076,Hogar,1,3243.21,3243.21,212.12,3031.09,plin,2026-05-13 15:47:01.744283
VEN-0013510,CLI-009899,PROD-00104,Hogar,2,3236.8,6473.6,858.0,5615.6,efectivo,2026-05-13 15:50:25.855458
VEN-0013511,CLI-005903,PROD-00157,Electronica,2,3202.8,6405.6,34.24,6371.36,yape,2026-05-13 15:50:54.744913
VEN-0013512,CLI-008790,PROD-00151,Ropa,2,2307.15,4614.3,156.45,4457.85,tarjeta,2026-05-13 15:48:53.243235
VEN-0013513,CLI-008100,PROD-00204,Deportes,5,2009.26,10046.3,1271.82,8774.48,efectivo,2026-05-13 15:47:59.991921
VEN-0013514,CLI-005362,PROD-00169,Ropa,1,2715.0,2715.0,397.4,2317.6,efectivo,2026-05-13 15:52:12.037462
VEN-0013515,CLI-005582,PROD-00408,Hogar,5,87.23,436.15,1.18,434.97,plin,2026-05-13 15:50:38.738997
VEN-0013516,CLI-003031,PROD-00111,Ropa,5,632.64,3163.2,188.24,2974.96,yape,2026-05-13 15:48:11.458297
VEN-0013517,CLI-009883,PROD-00186,Ropa,2,3424.0,6848.0,656.47,6191.53,plin,2026-05-13 15:52:36.292420
VEN-0013518,CLI-008344,PROD-00415,Deportes,4,4987.55,19950.2,2856.78,17093.42,tarjeta,2026-05-13 15:47:22.092817
VEN-0013519,CLI-006176,PROD-00327,Hogar,4,2297.29,9189.16,772.13,8417.03,yape,2026-05-13 15:48:05.278878
VEN-0013520,CLI-005529,PROD-00162,Tecnologia,5,1547.42,7737.1,171.74,7565.36,plin,2026-05-13 15:49:13.242236
VEN-0013521,CLI-006107,PROD-00048,Electronica,4,989.04,3956.16,172.96,3783.2,efectivo,2026-05-13 15:52:18.107473
VEN-0013522,CLI-002949,PROD-00423,Electronica,2,3813.58,7627.16,1043.77,6583.39,efectivo,2026-05-13 15:48:27.688925
VEN-0013523,CLI-008645,PROD-00013,Tecnologia,1,3195.83,3195.83,87.65,3108.18,plin,2026-05-13 15:48:58.640635
VEN-0013524,CLI-005452,PROD-00379,Electronica,3,1152.57,3457.71,487.46,2970.25,plin,2026-05-13 15:52:17.514641
VEN-0013525,CLI-009561,PROD-00077,Electronica,2,3248.19,6496.38,730.59,5765.79,plin,2026-05-13 15:52:15.585790
VEN-0013526,CLI-000452,PROD-00057,Deportes,1,3454.99,3454.99,481.96,2973.03,plin,2026-05-13 15:49:29.014646
VEN-0013527,CLI-003894,PROD-00320,Tecnologia,3,2337.8,7013.4,573.22,6440.18,tarjeta,2026-05-13 15:48:54.623590
VEN-0013528,CLI-004594,PROD-00457,Hogar,5,29.64,148.2,0.57,147.63,yape,2026-05-13 15:51:48.946582
VEN-0013529,CLI-008935,PROD-00357,Deportes,5,4355.45,21777.25,3156.38,18620.87,efectivo,2026-05-13 15:50:55.340030
VEN-0013530,CLI-003030,PROD-00425,Electronica,3,3225.36,9676.08,1258.96,8417.12,efectivo,2026-05-13 15:52:24.029915
VEN-0013531,CLI-009202,PROD-00162,Tecnologia,1,1547.42,1547.42,64.14,1483.28,tarjeta,2026-05-13 15:48:54.549337
VEN-0013532,CLI-001264,PROD-00453,Ropa,1,1055.5,1055.5,119.07,936.43,efectivo,2026-05-13 15:48:29.020809
VEN-0013533,CLI-007476,PROD-00321,Ropa,2,1220.36,2440.72,306.27,2134.45,tarjeta,2026-05-13 15:47:12.993522
VEN-0013534,CLI-008633,PROD-00070,Ropa,4,4571.51,18286.04,2169.65,16116.39,tarjeta,2026-05-13 15:49:32.575519
VEN-0013535,CLI-000347,PROD-00444,Electronica,1,2064.25,2064.25,106.4,1957.85,tarjeta,2026-05-13 15:51:02.598032
VEN-0013536,CLI-003522,PROD-00151,Ropa,1,2307.15,2307.15,26.69,2280.46,yape,2026-05-13 15:48:08.367093
VEN-0013537,CLI-007089,PROD-00287,Electronica,4,2743.58,10974.32,448.78,10525.54,efectivo,2026-05-13 15:48:13.916632
VEN-0013538,CLI-005675,PROD-00292,Electronica,2,3970.79,7941.58,1016.85,6924.73,tarjeta,2026-05-13 15:49:57.090652
VEN-0013539,CLI-008735,PROD-00410,Ropa,1,4273.62,4273.62,212.87,4060.75,efectivo,2026-05-13 15:49:18.129696
VEN-0013540,CLI-000658,PROD-00183,Ropa,2,3244.78,6489.56,246.76,6242.8,plin,2026-05-13 15:51:34.260396
VEN-0013541,CLI-004361,PROD-00081,Hogar,1,3931.34,3931.34,72.49,3858.85,plin,2026-05-13 15:50:27.489377
VEN-0013542,CLI-003151,PROD-00079,Hogar,5,2429.53,12147.65,1554.72,10592.93,tarjeta,2026-05-13 15:50:11.229329
VEN-0013543,CLI-001638,PROD-00011,Deportes,4,1272.54,5090.16,598.95,4491.21,yape,2026-05-13 15:48:04.082506
VEN-0013544,CLI-000870,PROD-00074,Deportes,4,2999.13,11996.52,625.3,11371.22,plin,2026-05-13 15:51:44.414838
VEN-0013545,CLI-007749,PROD-00200,Deportes,4,1332.84,5331.36,0.87,5330.49,efectivo,2026-05-13 15:51:23.175057
VEN-0013546,CLI-000678,PROD-00278,Deportes,5,3611.13,18055.65,1185.84,16869.81,tarjeta,2026-05-13 15:48:54.085996
VEN-0013547,CLI-006499,PROD-00353,Hogar,5,2351.19,11755.95,1517.61,10238.34,efectivo,2026-05-13 15:51:15.680582
VEN-0013548,CLI-006448,PROD-00057,Deportes,3,3454.99,10364.97,17.46,10347.51,tarjeta,2026-05-13 15:47:15.424438
VEN-0013549,CLI-004220,PROD-00077,Electronica,1,3248.19,3248.19,363.08,2885.11,plin,2026-05-13 15:49:05.190117
VEN-0013550,CLI-000975,PROD-00475,Electronica,5,3549.5,17747.5,774.92,16972.58,yape,2026-05-13 15:49:24.428797
VEN-0013551,CLI-005600,PROD-00321,Ropa,5,1220.36,6101.8,807.63,5294.17,efectivo,2026-05-13 15:46:56.765759
VEN-0013552,CLI-001113,PROD-00114,Tecnologia,1,3136.12,3136.12,249.42,2886.7,plin,2026-05-13 15:48:24.748541
VEN-0013553,CLI-005011,PROD-00016,Tecnologia,4,1558.81,6235.24,644.5,5590.74,efectivo,2026-05-13 15:51:13.780385
VEN-0013554,CLI-002409,PROD-00336,Deportes,2,4207.66,8415.32,377.76,8037.56,efectivo,2026-05-13 15:51:25.118788
VEN-0013555,CLI-005333,PROD-00416,Deportes,4,2574.98,10299.92,1327.98,8971.94,efectivo,2026-05-13 15:48:58.468999
VEN-0013556,CLI-007753,PROD-00010,Deportes,4,3403.36,13613.44,1759.72,11853.72,yape,2026-05-13 15:46:59.965257
VEN-0013557,CLI-006684,PROD-00343,Tecnologia,4,854.63,3418.52,483.1,2935.42,efectivo,2026-05-13 15:48:54.058895
VEN-0013558,CLI-004700,PROD-00075,Electronica,1,2745.82,2745.82,203.09,2542.73,yape,2026-05-13 15:51:33.364348
VEN-0013559,CLI-000201,PROD-00169,Ropa,1,2715.0,2715.0,88.52,2626.48,efectivo,2026-05-13 15:50:11.846032
VEN-0013560,CLI-001019,PROD-00252,Ropa,3,3883.41,11650.23,1217.39,10432.84,plin,2026-05-13 15:52:38.296129
VEN-0013561,CLI-005597,PROD-00141,Tecnologia,2,465.45,930.9,36.05,894.85,yape,2026-05-13 15:50:30.506537
VEN-0013562,CLI-005819,PROD-00046,Deportes,3,4701.89,14105.67,1424.14,12681.53,efectivo,2026-05-13 15:47:01.097115
VEN-0013563,CLI-001047,PROD-00185,Tecnologia,4,2604.35,10417.4,238.62,10178.78,efectivo,2026-05-13 15:49:51.558898
VEN-0013564,CLI-008571,PROD-00045,Hogar,5,4836.99,24184.95,947.64,23237.31,yape,2026-05-13 15:48:40.565079
VEN-0013565,CLI-005614,PROD-00385,Ropa,4,4094.0,16376.0,62.87,16313.13,yape,2026-05-13 15:51:24.474780
VEN-0013566,CLI-005603,PROD-00052,Electronica,3,3058.47,9175.41,240.43,8934.98,tarjeta,2026-05-13 15:52:18.683412
VEN-0013567,CLI-002123,PROD-00418,Electronica,4,1102.39,4409.56,590.76,3818.8,yape,2026-05-13 15:49:52.270077
VEN-0013568,CLI-007566,PROD-00479,Electronica,1,4373.39,4373.39,265.06,4108.33,tarjeta,2026-05-13 15:49:25.496863
VEN-0013569,CLI-003502,PROD-00362,Tecnologia,2,1706.28,3412.56,232.62,3179.94,yape,2026-05-13 15:50:53.262249
VEN-0013570,CLI-009862,PROD-00019,Tecnologia,2,2502.31,5004.62,245.06,4759.56,plin,2026-05-13 15:50:46.439662
VEN-0013571,CLI-009927,PROD-00174,Electronica,1,914.52,914.52,81.4,833.12,yape,2026-05-13 15:47:16.875800
VEN-0013572,CLI-001991,PROD-00411,Hogar,3,2804.88,8414.64,1176.58,7238.06,efectivo,2026-05-13 15:46:57.940246
VEN-0013573,CLI-002117,PROD-00206,Electronica,5,3402.29,17011.45,417.52,16593.93,efectivo,2026-05-13 15:50:53.932646
VEN-0013574,CLI-006084,PROD-00244,Ropa,1,1813.19,1813.19,105.02,1708.17,efectivo,2026-05-13 15:49:37.512029
VEN-0013575,CLI-008111,PROD-00293,Hogar,4,4848.96,19395.84,27.78,19368.06,efectivo,2026-05-13 15:51:20.071715
VEN-0013576,CLI-000415,PROD-00014,Ropa,4,466.53,1866.12,198.3,1667.82,tarjeta,2026-05-13 15:47:41.360199
VEN-0013577,CLI-002873,PROD-00226,Tecnologia,2,2804.6,5609.2,803.56,4805.64,efectivo,2026-05-13 15:50:01.229627
VEN-0013578,CLI-000501,PROD-00251,Hogar,3,2578.13,7734.39,809.18,6925.21,plin,2026-05-13 15:47:58.405221
VEN-0013579,CLI-006286,PROD-00053,Hogar,1,621.68,621.68,68.96,552.72,tarjeta,2026-05-13 15:48:18.499949
VEN-0013580,CLI-002305,PROD-00461,Deportes,2,3069.1,6138.2,345.76,5792.44,yape,2026-05-13 15:49:36.246744
VEN-0013581,CLI-000457,PROD-00082,Hogar,1,818.75,818.75,11.08,807.67,tarjeta,2026-05-13 15:52:34.234725
VEN-0013582,CLI-007859,PROD-00488,Deportes,2,1571.92,3143.84,338.34,2805.5,plin,2026-05-13 15:52:01.744451
VEN-0013583,CLI-003761,PROD-00434,Deportes,3,2499.41,7498.23,511.41,6986.82,yape,2026-05-13 15:52:39.835538
VEN-0013584,CLI-007065,PROD-00240,Tecnologia,2,3416.64,6833.28,440.16,6393.12,plin,2026-05-13 15:51:14.941127
VEN-0013585,CLI-005811,PROD-00489,Tecnologia,4,841.65,3366.6,279.21,3087.39,yape,2026-05-13 15:48:38.458478
VEN-0013586,CLI-007462,PROD-00195,Deportes,3,4161.47,12484.41,1457.02,11027.39,yape,2026-05-13 15:52:09.672145
VEN-0013587,CLI-003036,PROD-00206,Electronica,4,3402.29,13609.16,483.18,13125.98,plin,2026-05-13 15:47:14.208708
VEN-0013588,CLI-009839,PROD-00010,Deportes,2,3403.36,6806.72,611.29,6195.43,yape,2026-05-13 15:47:52.546434
VEN-0013589,CLI-005302,PROD-00292,Electronica,3,3970.79,11912.37,566.72,11345.65,yape,2026-05-13 15:50:17.701588
VEN-0013590,CLI-000489,PROD-00276,Hogar,3,1138.77,3416.31,323.46,3092.85,efectivo,2026-05-13 15:49:30.069317
VEN-0013591,CLI-000524,PROD-00288,Ropa,4,1449.84,5799.36,527.6,5271.76,plin,2026-05-13 15:50:10.265449
VEN-0013592,CLI-003512,PROD-00296,Tecnologia,5,1644.73,8223.65,835.83,7387.82,yape,2026-05-13 15:48:56.352310
VEN-0013593,CLI-006105,PROD-00381,Deportes,1,4767.26,4767.26,160.67,4606.59,tarjeta,2026-05-13 15:52:17.474715
VEN-0013594,CLI-006652,PROD-00084,Tecnologia,3,2082.15,6246.45,182.99,6063.46,plin,2026-05-13 15:48:54.990473
VEN-0013595,CLI-004157,PROD-00392,Hogar,2,3089.77,6179.54,237.06,5942.48,efectivo,2026-05-13 15:49:06.423789
VEN-0013596,CLI-002295,PROD-00103,Electronica,4,3800.38,15201.52,821.71,14379.81,plin,2026-05-13 15:52:43.098222
VEN-0013597,CLI-000870,PROD-00096,Tecnologia,4,3963.18,15852.72,84.41,15768.31,plin,2026-05-13 15:47:07.482135
VEN-0013598,CLI-009696,PROD-00110,Electronica,3,500.32,1500.96,181.34,1319.62,yape,2026-05-13 15:49:24.029526
VEN-0013599,CLI-001106,PROD-00063,Deportes,3,4043.82,12131.46,1685.72,10445.74,tarjeta,2026-05-13 15:51:14.249990
VEN-0013600,CLI-000613,PROD-00162,Tecnologia,3,1547.42,4642.26,273.17,4369.09,efectivo,2026-05-13 15:48:24.675982
VEN-0013601,CLI-000859,PROD-00072,Hogar,2,786.38,1572.76,116.32,1456.44,tarjeta,2026-05-13 15:48:18.796839
VEN-0013602,CLI-000849,PROD-00109,Ropa,4,2084.35,8337.4,873.04,7464.36,tarjeta,2026-05-13 15:49:45.054741
VEN-0013603,CLI-004795,PROD-00221,Tecnologia,3,3849.32,11547.96,1125.92,10422.04,efectivo,2026-05-13 15:49:23.010576
VEN-0013604,CLI-004758,PROD-00475,Electronica,5,3549.5,17747.5,2000.51,15746.99,efectivo,2026-05-13 15:50:59.607978
VEN-0013605,CLI-007297,PROD-00076,Hogar,3,3243.21,9729.63,758.24,8971.39,yape,2026-05-13 15:51:02.918683
VEN-0013606,CLI-009177,PROD-00349,Electronica,2,2216.84,4433.68,432.92,4000.76,tarjeta,2026-05-13 15:52:48.102217
VEN-0013607,CLI-002920,PROD-00057,Deportes,4,3454.99,13819.96,1425.61,12394.35,efectivo,2026-05-13 15:50:18.442977
VEN-0013608,CLI-009296,PROD-00292,Electronica,2,3970.79,7941.58,449.97,7491.61,tarjeta,2026-05-13 15:51:45.070626
VEN-0013609,CLI-002701,PROD-00119,Tecnologia,2,3413.39,6826.78,286.58,6540.2,yape,2026-05-13 15:46:58.524654
VEN-0013610,CLI-005957,PROD-00192,Deportes,5,2027.29,10136.45,876.37,9260.08,yape,2026-05-13 15:52:25.975700
VEN-0013611,CLI-004629,PROD-00383,Ropa,5,1269.55,6347.75,58.73,6289.02,yape,2026-05-13 15:47:27.303286
VEN-0013612,CLI-005885,PROD-00214,Deportes,2,4259.63,8519.26,391.88,8127.38,tarjeta,2026-05-13 15:49:55.821240
VEN-0013613,CLI-004122,PROD-00374,Electronica,1,3072.72,3072.72,283.66,2789.06,plin,2026-05-13 15:51:23.022261
VEN-0013614,CLI-002048,PROD-00440,Hogar,2,3020.49,6040.98,128.51,5912.47,tarjeta,2026-05-13 15:52:12.356617
VEN-0013615,CLI-006835,PROD-00083,Hogar,1,1962.06,1962.06,24.12,1937.94,plin,2026-05-13 15:48:55.712903
VEN-0013616,CLI-009528,PROD-00351,Tecnologia,4,1012.83,4051.32,197.18,3854.14,tarjeta,2026-05-13 15:52:07.902651
VEN-0013617,CLI-006474,PROD-00467,Ropa,1,3916.02,3916.02,36.24,3879.78,yape,2026-05-13 15:50:38.270037
VEN-0013618,CLI-008561,PROD-00365,Hogar,1,595.6,595.6,60.62,534.98,plin,2026-05-13 15:51:46.152349
VEN-0013619,CLI-009413,PROD-00103,Electronica,5,3800.38,19001.9,2597.86,16404.04,tarjeta,2026-05-13 15:50:51.212427
VEN-0013620,CLI-009833,PROD-00229,Tecnologia,5,4942.73,24713.65,1976.28,22737.37,plin,2026-05-13 15:47:34.426393
VEN-0013621,CLI-000328,PROD-00065,Electronica,4,1958.95,7835.8,962.83,6872.97,yape,2026-05-13 15:49:49.510801
VEN-0013622,CLI-008488,PROD-00143,Tecnologia,4,4102.92,16411.68,1424.78,14986.9,efectivo,2026-05-13 15:52:31.857969
VEN-0013623,CLI-009677,PROD-00217,Ropa,4,1646.54,6586.16,570.01,6016.15,yape,2026-05-13 15:51:36.492215
VEN-0013624,CLI-009904,PROD-00449,Tecnologia,4,922.78,3691.12,363.18,3327.94,tarjeta,2026-05-13 15:47:57.339861
VEN-0013625,CLI-004330,PROD-00476,Tecnologia,1,2707.72,2707.72,165.7,2542.02,yape,2026-05-13 15:49:57.409488
VEN-0013626,CLI-008351,PROD-00372,Hogar,4,3044.37,12177.48,987.57,11189.91,plin,2026-05-13 15:46:59.057279
VEN-0013627,CLI-005485,PROD-00156,Tecnologia,4,3517.7,14070.8,1051.46,13019.34,efectivo,2026-05-13 15:51:37.192149
VEN-0013628,CLI-000688,PROD-00114,Tecnologia,2,3136.12,6272.24,260.29,6011.95,plin,2026-05-13 15:51:44.448030
VEN-0013629,CLI-003476,PROD-00122,Deportes,3,4394.52,13183.56,1838.56,11345.0,efectivo,2026-05-13 15:49:35.943068
VEN-0013630,CLI-004173,PROD-00402,Tecnologia,4,2578.92,10315.68,590.79,9724.89,tarjeta,2026-05-13 15:48:02.554394
VEN-0013631,CLI-001964,PROD-00148,Deportes,2,3542.2,7084.4,867.19,6217.21,efectivo,2026-05-13 15:50:32.270234
VEN-0013632,CLI-007502,PROD-00427,Deportes,3,1717.6,5152.8,655.61,4497.19,plin,2026-05-13 15:51:30.273298
VEN-0013633,CLI-001374,PROD-00431,Deportes,2,3772.86,7545.72,883.57,6662.15,efectivo,2026-05-13 15:50:48.388009
VEN-0013634,CLI-009071,PROD-00035,Ropa,1,66.2,66.2,3.52,62.68,efectivo,2026-05-13 15:52:27.937796
VEN-0013635,CLI-009473,PROD-00027,Electronica,5,3592.19,17960.95,2212.16,15748.79,efectivo,2026-05-13 15:52:00.960315
VEN-0013636,CLI-004655,PROD-00247,Tecnologia,3,2612.3,7836.9,554.61,7282.29,efectivo,2026-05-13 15:50:50.266961
VEN-0013637,CLI-009449,PROD-00140,Ropa,1,710.51,710.51,50.18,660.33,yape,2026-05-13 15:49:25.277747
VEN-0013638,CLI-002008,PROD-00418,Electronica,5,1102.39,5511.95,795.13,4716.82,yape,2026-05-13 15:47:40.377839
VEN-0013639,CLI-005243,PROD-00313,Hogar,4,2580.16,10320.64,276.82,10043.82,yape,2026-05-13 15:47:46.045890
VEN-0013640,CLI-004718,PROD-00218,Hogar,1,3957.91,3957.91,519.21,3438.7,plin,2026-05-13 15:47:09.403273
VEN-0013641,CLI-001997,PROD-00383,Ropa,1,1269.55,1269.55,86.26,1183.29,plin,2026-05-13 15:47:21.370913
VEN-0013642,CLI-000178,PROD-00478,Tecnologia,1,290.72,290.72,16.34,274.38,tarjeta,2026-05-13 15:47:57.717041
VEN-0013643,CLI-008441,PROD-00064,Hogar,3,1892.51,5677.53,380.59,5296.94,yape,2026-05-13 15:48:36.054672
VEN-0013644,CLI-007050,PROD-00204,Deportes,2,2009.26,4018.52,42.19,3976.33,plin,2026-05-13 15:48:35.131856
VEN-0013645,CLI-007310,PROD-00040,Deportes,4,4043.64,16174.56,2110.66,14063.9,tarjeta,2026-05-13 15:47:06.811848
VEN-0013646,CLI-009288,PROD-00061,Hogar,2,4676.58,9353.16,581.94,8771.22,tarjeta,2026-05-13 15:49:18.361738
VEN-0013647,CLI-008798,PROD-00387,Hogar,1,4944.85,4944.85,181.24,4763.61,yape,2026-05-13 15:47:31.823206
VEN-0013648,CLI-006899,PROD-00129,Electronica,2,645.9,1291.8,111.31,1180.49,plin,2026-05-13 15:47:28.533844
VEN-0013649,CLI-000587,PROD-00317,Deportes,2,2960.95,5921.9,322.19,5599.71,tarjeta,2026-05-13 15:48:11.813739
VEN-0013650,CLI-005810,PROD-00104,Hogar,2,3236.8,6473.6,51.01,6422.59,tarjeta,2026-05-13 15:49:09.193773
VEN-0013651,CLI-003458,PROD-00265,Tecnologia,4,2458.92,9835.68,755.71,9079.97,tarjeta,2026-05-13 15:50:12.942960
VEN-0013652,CLI-005022,PROD-00209,Ropa,3,3248.16,9744.48,1234.39,8510.09,tarjeta,2026-05-13 15:51:32.078518
VEN-0013653,CLI-002243,PROD-00472,Deportes,2,1322.9,2645.8,299.96,2345.84,plin,2026-05-13 15:47:39.852549
VEN-0013654,CLI-005194,PROD-00460,Electronica,5,3311.82,16559.1,1959.53,14599.57,plin,2026-05-13 15:47:08.829577
VEN-0013655,CLI-005299,PROD-00334,Tecnologia,4,596.13,2384.52,347.62,2036.9,efectivo,2026-05-13 15:48:59.030262
VEN-0013656,CLI-001094,PROD-00019,Tecnologia,2,2502.31,5004.62,62.35,4942.27,tarjeta,2026-05-13 15:50:37.962097
VEN-0013657,CLI-004808,PROD-00263,Hogar,5,3471.05,17355.25,1511.77,15843.48,yape,2026-05-13 15:49:19.325842
VEN-0013658,CLI-008651,PROD-00143,Tecnologia,4,4102.92,16411.68,1250.06,15161.62,yape,2026-05-13 15:49:55.286795
VEN-0013659,CLI-004826,PROD-00285,Hogar,2,1033.77,2067.54,102.85,1964.69,efectivo,2026-05-13 15:48:14.220163
VEN-0013660,CLI-000987,PROD-00250,Deportes,3,2550.01,7650.03,683.13,6966.9,tarjeta,2026-05-13 15:49:56.410840
VEN-0013661,CLI-008563,PROD-00018,Electronica,1,2005.89,2005.89,23.73,1982.16,plin,2026-05-13 15:50:55.248593
VEN-0013662,CLI-001538,PROD-00413,Electronica,3,552.81,1658.43,98.23,1560.2,efectivo,2026-05-13 15:49:20.897609
VEN-0013663,CLI-008325,PROD-00383,Ropa,2,1269.55,2539.1,373.27,2165.83,efectivo,2026-05-13 15:51:51.945684
VEN-0013664,CLI-002631,PROD-00045,Hogar,4,4836.99,19347.96,2076.73,17271.23,plin,2026-05-13 15:47:03.486985
VEN-0013665,CLI-002305,PROD-00276,Hogar,3,1138.77,3416.31,41.73,3374.58,tarjeta,2026-05-13 15:48:28.803823
VEN-0013666,CLI-003242,PROD-00221,Tecnologia,4,3849.32,15397.28,1771.21,13626.07,plin,2026-05-13 15:47:54.093140
VEN-0013667,CLI-009774,PROD-00437,Electronica,2,1293.58,2587.16,176.36,2410.8,efectivo,2026-05-13 15:47:37.364300
VEN-0013668,CLI-003004,PROD-00405,Tecnologia,3,1442.13,4326.39,36.25,4290.14,tarjeta,2026-05-13 15:49:10.687603
VEN-0013669,CLI-008838,PROD-00067,Ropa,4,4674.03,18696.12,1444.03,17252.09,tarjeta,2026-05-13 15:48:10.647490
VEN-0013670,CLI-009339,PROD-00152,Tecnologia,2,4060.96,8121.92,296.82,7825.1,tarjeta,2026-05-13 15:47:39.640439
VEN-0013671,CLI-002166,PROD-00118,Electronica,3,3438.59,10315.77,791.81,9523.96,plin,2026-05-13 15:48:15.938035
VEN-0013672,CLI-004435,PROD-00356,Tecnologia,5,3899.22,19496.1,2912.3,16583.8,efectivo,2026-05-13 15:49:04.773915
VEN-0013673,CLI-008862,PROD-00475,Electronica,1,3549.5,3549.5,247.24,3302.26,yape,2026-05-13 15:48:11.910806
VEN-0013674,CLI-006225,PROD-00271,Electronica,5,491.39,2456.95,298.4,2158.55,yape,2026-05-13 15:48:14.154283
VEN-0013675,CLI-009060,PROD-00319,Hogar,4,1935.91,7743.64,454.75,7288.89,tarjeta,2026-05-13 15:48:52.105693
VEN-0013676,CLI-003043,PROD-00042,Deportes,2,4585.72,9171.44,1193.28,7978.16,plin,2026-05-13 15:50:21.292339
VEN-0013677,CLI-000230,PROD-00093,Ropa,2,2051.85,4103.7,151.49,3952.21,tarjeta,2026-05-13 15:49:01.376048
VEN-0013678,CLI-007477,PROD-00338,Hogar,1,3259.15,3259.15,62.32,3196.83,efectivo,2026-05-13 15:49:33.721944
VEN-0013679,CLI-000501,PROD-00365,Hogar,5,595.6,2978.0,213.84,2764.16,efectivo,2026-05-13 15:49:54.852644
VEN-0013680,CLI-000619,PROD-00152,Tecnologia,4,4060.96,16243.84,2037.42,14206.42,yape,2026-05-13 15:48:44.174234
VEN-0013681,CLI-007225,PROD-00385,Ropa,1,4094.0,4094.0,290.1,3803.9,efectivo,2026-05-13 15:51:21.035699
VEN-0013682,CLI-001735,PROD-00095,Hogar,3,1771.47,5314.41,307.87,5006.54,tarjeta,2026-05-13 15:48:53.989124
VEN-0013683,CLI-007058,PROD-00171,Electronica,2,4239.6,8479.2,932.48,7546.72,efectivo,2026-05-13 15:48:54.838532
VEN-0013684,CLI-007266,PROD-00139,Deportes,1,2101.04,2101.04,303.43,1797.61,plin,2026-05-13 15:47:11.759672
VEN-0013685,CLI-001889,PROD-00059,Tecnologia,5,673.46,3367.3,375.36,2991.94,efectivo,2026-05-13 15:50:56.895998
VEN-0013686,CLI-002640,PROD-00250,Deportes,3,2550.01,7650.03,1067.35,6582.68,yape,2026-05-13 15:47:26.645106
VEN-0013687,CLI-001620,PROD-00421,Electronica,3,2093.49,6280.47,32.16,6248.31,plin,2026-05-13 15:49:33.297868
VEN-0013688,CLI-005012,PROD-00327,Hogar,3,2297.29,6891.87,303.72,6588.15,tarjeta,2026-05-13 15:50:30.886908
VEN-0013689,CLI-002666,PROD-00471,Electronica,3,598.46,1795.38,107.53,1687.85,efectivo,2026-05-13 15:48:34.717518
VEN-0013690,CLI-002654,PROD-00203,Ropa,2,2880.45,5760.9,791.17,4969.73,yape,2026-05-13 15:51:03.349413
VEN-0013691,CLI-000756,PROD-00185,Tecnologia,4,2604.35,10417.4,274.49,10142.91,tarjeta,2026-05-13 15:52:19.722889
VEN-0013692,CLI-008452,PROD-00096,Tecnologia,3,3963.18,11889.54,886.86,11002.68,yape,2026-05-13 15:48:22.224835
VEN-0013693,CLI-005498,PROD-00225,Tecnologia,2,2096.85,4193.7,7.55,4186.15,yape,2026-05-13 15:46:50.155151
VEN-0013694,CLI-002445,PROD-00344,Tecnologia,4,2926.88,11707.52,379.12,11328.4,yape,2026-05-13 15:50:43.090991
VEN-0013695,CLI-005820,PROD-00096,Tecnologia,4,3963.18,15852.72,475.34,15377.38,plin,2026-05-13 15:51:59.439350
VEN-0013696,CLI-002921,PROD-00290,Deportes,3,4435.95,13307.85,1672.64,11635.21,plin,2026-05-13 15:50:36.754920
VEN-0013697,CLI-008252,PROD-00040,Deportes,2,4043.64,8087.28,781.53,7305.75,efectivo,2026-05-13 15:52:18.536174
VEN-0013698,CLI-005276,PROD-00262,Ropa,3,657.39,1972.17,180.51,1791.66,yape,2026-05-13 15:49:00.603364
VEN-0013699,CLI-008278,PROD-00485,Ropa,2,2056.59,4113.18,142.58,3970.6,yape,2026-05-13 15:52:25.475314
VEN-0013700,CLI-009609,PROD-00037,Tecnologia,1,4636.25,4636.25,480.94,4155.31,efectivo,2026-05-13 15:47:07.761101
VEN-0013701,CLI-008036,PROD-00376,Electronica,2,2232.66,4465.32,665.01,3800.31,plin,2026-05-13 15:49:08.896120
VEN-0013702,CLI-005777,PROD-00108,Electronica,5,2069.98,10349.9,720.78,9629.12,yape,2026-05-13 15:48:46.913521
VEN-0013703,CLI-006833,PROD-00062,Tecnologia,3,1543.9,4631.7,429.95,4201.75,yape,2026-05-13 15:48:08.715644
VEN-0013704,CLI-003894,PROD-00146,Hogar,3,2363.31,7089.93,911.21,6178.72,efectivo,2026-05-13 15:52:33.277741
